Report,NoisyOR_Score,Positive Bigrams,Positive Unigrams,CRSHNMBR,CRSHDATE,CRSHTIME,NTFYHOUR,ONHWY,ONSTR,ATHWY,ATSTR,HWYCLASS,LATDECDG,LONDECDG
"~UNIT 2 WAS SOUTHBOUND IN THE 6700B OF STH 32.  UNIT 1 WAS NORTHBOUND IN THE 6700B OF STH 32.  UNIT 1'S OPERATOR NOTICED A TRAFFIC JAM AHEAD DUE TO ROAD CONSTRUCTION.  UNIT 1'S OPERATOR ATTEMPTED TO COMPLETE A U TURN IN ORDER TO GO SOUTHBOUND ON STH 32.  IN THE COURSE OF THE U-TURN UNIT 1'S OPERATOR FAILED TO SEE UNIT 2 TRAVELING SOUTHBOUND AND STRUCK UNIT 2 IN THE DRIVERS SIDE DOOR.  UNIT 1'S OPERATOR WAS CITED FOR UNSAFE U-TURN.~~
",0.990415162,"['construction unit', 'road construction', 'ahead due']",['construction'],190710157,7/23/2019,1218,12,32,,,EDGAR TER,U STH,42.80932299,-87.83104251
"~UNIT 1 WAS NORTHBOUND GOING UP THE SLOPE OF THE BLATNIK BRIDGE ON THE SUPERIOR, WI SIDE. UNIT 1 TOLD ME SHE LOOKED DOWN AT HER PHONE, AND WHEN SHE LOOKED UP, SHE SAW TRAFFIC WAS SLOWING IN FRONT OF HER DUE TO APPROACHING CONSTRUCTION. UNIT 1 SAID SHE DIDN'T HAVE TIME TO STOP, AND INSTEAD VEERED LEFT, AND RAN INTO THE CENTER CONCRETE TRAFFIC BARRIER. UNIT 1 BOUNCED OFF THE TRAFFIC BARRIER AND CAME TO REST IN THE RIGHT HAND LANE FACING THE OPPOSITE DIRECTION. UNIT 1 SAID SHE DID NOT HAVE HER SEAT BELT ON.~~
",0.990225738,"['approaching construction', 'construction unit']",['construction'],190505310,5/15/2019,949,9,535,,,N 1ST ST,U IH,46.73990372,-92.09781054
"~I WAS DISPATCHED TO THIS CRASH. ON ARRIVAL I SAW UNIT 1 WITH EXTENSIVE FRONT END DAMAGE AND AIRBAGS DEPLOYED. UNIT 1 HAD NO PLATES ON IT AND WAS UNOCCUPIED. ESTORF TOLD ME THAT HIS COMPANY, DRS ASPHALT AND PAVING, LEFT A WORK TRAILER ON THE STREET WITH ORANGE CONES AROUND IT OVERNIGHT. THE TRAILER WAS BEARING WI PLATE FR14614 AND WAS NOT ATTACHED TO ANY VEHICLE. ESTORF SAID THE TRAILER WAS INTACT AS 5:45 PM LAST NIGHT. THIS MORNING HE DISCOVERED UNIT 1 ABANDONED AND MINOR DAMAGE TO THE REAR OF THE TRAILER. ESTORF SPECULATED THAT THE DRIVER OF UNIT 1 LEFT THE SCENE AFTER CRASHING INTO THE TRAILER OVERNIGHT.  THE DRIVER OF THE VAN DID NOT LEAVE ANY CONTACT INFORMATION FOR THE OWNER OF THE TRAILER OR CONTACT POLICE. UNIT 1 WAS FULL OF TIRES. I COMPLETED A TOW CARD. I TRIED PHONING THE REGISTERED OWNER OF UNIT 1 BUT HIS LAST KNOWN PHONE NUMBER WAS NO LONGER ASSIGNED TO HIM. I MAILED THE HIT AND RUN CITATION TO LUNA VIA CERTIFIED MAIL ON 9/5/19 ALONG WITH A LETTER OF EXPLANATION. NFA~~
",0.990115154,"['with orange', 'a work', 'orange cones']","['paving', 'cones', 'orange', 'asphalt']",190901558,9/5/2019,9999,6,,BENJAMIN DR,,HIGH CROSSING BLVD,U CITY,43.14101797,-89.28770357
"~UNITS 1 AND 2 WERE BOTH TRAVELING SB ON S. HOWELL AV.  UNIT 2, A CLASS A COMMERCIAL MOTOR VEHICLE TOWING A SEMI TRAILER, ATTEMPTED TO MAKE A U-TURN IN ORDER TO AVOID ROADWAY CONSTRUCTION WHICH THE VEHICLE WOULD NOT HAVE BEEN ABLE TO SUCCESSFULLY NEGOTIATE.  WHILE ATTEMPTING TO MAKE THE U-TURN, THE FRONT RIGHT CORNER OF UNIT 1 COLLIDED WITH THE DRIVER SIDE CAB OF UNIT 2.  THE DRIVER OF UNIT 1 WAS CITED AND ARRESTED FOR OPERATING AFTER REVOCATION.  THE DRIVER OF UNIT 2 WAS CITED FOR MAKING A U-TURN PROHIBITED BY A OFFICIAL SIGN.~~
",0.990072791,"['roadway construction', 'construction which', 'commercial motor']",['construction'],190905559,9/19/2019,1517,15,38,S HOWELL AVE,CRO,,U STH,42.97741408,-87.90956746
"~UNIT 1 AND 2 WERE TRAVELING W/B ON STH 60 IN THE RIGHT LANE.  UNIT 1 WAS FOLLOWING UNIT 2.  THROUGH THE INTERSECTION OF STH 60/STH 144.  UNIT 2 ACTIVATED HIS RIGHT TURN SIGNAL AFTER PASSING THROUGH THE INTERSECTION.  AS UNIT 2 BEGAN TO SLOW AND TURN RIGHT, INTO THEIR DRIVEWAY, UNIT 1 STRUCK UNIT 2 TURNING HIM SLIGHTLY OVER 90 DEGREES.  AFTER UNIT 1 STRUCK UNIT 2, BOTH VEHICLES WERE STUCK IN THE SNOWBANKS.  UNIT 2 HAD FUNCTIONAL DAMAGE TO THEIR REAR PASSENGER SIDE CORNER.  DRIVER OF UNIT 1 WAS ID'D BY WI PHOTO DL AS BETSY WHITE.  DOT RECORDS INDICATED BETSY WAS THE RO OF UNIT 1 BEARING WI REG 724ZWR.  UNIT 2 WAS ID'D BY WI PHOTO DL AS DALE PETERSON.  DOT RECORDS INDICATED DALE WAS THE RO OF THE UNIT 2 BEARING WI REG 843VWM.  BETSY DID NOT HAVE INSUR AND WAS CITED FOR OPER W/OUT INS. AND AUTO FOLLOWING TOO CLOSELY. BETSY, GEORGE, AND VICTORIA WERE EVALUATED BY HARTFORD EMS.  THE RIGHT LANE OF STH 60 WAS CLOSED AS WELL AS THE LEFT TURN LANE OF S/B STH144.  BOTH W/B STH 60 LANES WERE CLOSED TO REMOVED DEBRIS FROM ROADWAY AND FOR AUTO TECH TO REMOVE THE VEHICLES.  NO PARTIES WERE TRANSPORTED TO THE HOSPITAL.  BETSY WAS ABLE TO ARRANGE FOR A FRIEND TAKE HER FAMILY HOME.  AUTO TECH WAS ABLE TO MOVE UNIT 2 INTO DALE'S PROPERTY.~~
",0.989639311,"['closed to', 'was closed', 'closed as', 'were closed', 'lanes were']","['closed', 'closed']",190205891,2/14/2019,1731,17,60,,,KETTLE MORAINE DR S,R STH,43.32486122,-88.29207452
"~UNIT 1 WAS W/B ON RADISSON ST AND STOPPED FOR THE STOP SIGN AT THE INTERSECTION WITH N QUINCY ST.  DRIVER UNIT 1 OBSERVED A N/B VEHICLE ON N QUINCY ST PUT ON IT'S RIGHT TURN SIGNAL AND ASSUMED THE DRIVER WAS GOING TO TURN RIGHT ONTO RADISSON ST.  DRIVER UNIT 1 PULLED OUT FROM THE STOP SIGN, STRIKING UNIT 2 WHICH HAD NOT INTENDED TO TURN RIGHT ONTO RADISSON ST, BUT ONLY TO MOVE OVER INTO THE RIGHT LANE TO GIVE SPACE TO CONSTRUCTION TRUCKS AND WORKERS WHO WERE PARKED ALONG THE WEST CURB OF N. QUINCY ST.~~
",0.98963431,"['to construction', 'and workers']","['construction', 'workers']",190207649,2/15/2019,1004,10,,RADISSON ST,,QUINCY ST N,U CITY,44.52718027,-87.99835997
"~OPERATOR UNIT 1 STATED THAT SHE WAS DRIVING IN A  MIDDLE LINE AT APPROXIMATELY 40MPH, WHEN SHE LOST CONTROL AND STRUCK THE WALL. OPERATOR UNIT 1 STATED THAT HER VEHICLE HAS A BOLD TIRES A BOLD TIRE AND SHE WASN'T ABLE TO CHANGE IT BEFORE THE SNOW STORM.  UPON INVESTIGATION: UNIT 1 WAS DRIVING EASTBOUND I-94 THROUGH THE STADIUM INTERCHANGE WHEN OPERATOR LOST CONTROL OVER VEHICLE AND STUCK TWO SAND FILLED BARRELS.  NO INJURIES..  UNIT 1 TOWED BY N AND S TOWING.  TWO BARRELS WITH A SAND STRUCK.~~
",0.989507377,"['two barrels', 'i94 through']","['barrels', 'barrels']",190105130,1/18/2019,2319,23,94,EASTWEST FWY,,RAMP STH 175 TO IH 94,U IH,43.03257235,-87.9722635
"~OFFICER RESPONDED TO A MULTIPLE VEHICLE ACCIDENT. UPON ARRIVAL OFFICER NOTICED FRONT END DAMAGE TO UNIT 1 AND SEVERE DAMAGE TO UNIT 2'S PASSENGER SIDE OF ENTIRE VEHICLE. OFFICER SPOKE WITH BOTH UNIT 1 AND UNIT 2 DRIVER. THEIR STATEMENTS WERE CONSISTENT. UNIT 1 WAS WEST BOUND ON COLLEGE AVE AT CASALOMA DR. THE TRAFFIC CONTROL SIGNAL WAS YELLOW AND WHILE GOING THOUGH INTERSECTION UNIT 2 ATTEMPTED TO MAKE A LEFT TURN FROM EAST BOUND COLLEGE  ON TO NORTHBOUND CASALOMA DR AND WAS STRUCK IN PASSENGER SIDE BY UNIT 1. AFTER ACCIDENT UNIT 1'S FRONT END HIT UNIT 4'S FRONT BUMPER AREA CAUSING DAMAGE AND UNIT 2'S REAR BUMPER HIT UNIT 3'S FRONT BUMPER CAUSING DAMAGE. BOTH UNIT 3 AND 4 WERE ABLE TO DRIVE AWAY FROM SCENE WHILE UNIT 1 AND 2 HAD TO BE TOWED. UNIT 2 WAS CITED FOR ACCIDENT. 7740~~
",0.989124336,"['unit 4s', 'unit 3s', '2s rear', '2s passenger', '1s front']",[],190408124,4/29/2019,1250,12,CA,,,N CASALOMA DR,R CTH,44.2621301,-88.47610654
"~THE OPERATOR ARRIVED AT THE MILWAUKEE COUNTY SHERIFF'S OFFICE SUBSTATION AT APPROXIMATELY 1540 HOURS TO REPORT A ONE CAR PROPERTY DAMAGE ONLY CRASH, CAUSED BY DEBRIS ROAD FROM THE WEST TO THE NORTH IN THE ZOO INTERCHANGE, AT APPROXIMATELY 1250 HOURS. THE OPERATOR DID NOT REPORT ANY INJURIES AND DID NOT REQUEST MEDICAL ATTENTION.   THE OPERATOR STATED THAT HE WAS TRAVELING FROM THE WEST TO THE NORTH IN THE ZOO INTERCHANGE AT APPROXIMATELY 60 MPH. THE VEHICLE IN FRONT OF HIM HIT A LOG IN THE ROAD. THE OPERATOR STATED THAT HE SWERVED TO THE LEFT TO AVOID STRIKING THE LOG BUT THE RIGHT SIDE OF HIS VEHICLE HIT IT. THE VEHICLE HAS MINOR DAMAGE TO THE RIGHT FRONT RIM BUT THE OPERATOR STATED THAT HIS VEHICLE SHAKES NOW WHEN HE DRIVES IT. HE WAS IDENTIFIED WITH A WI DRIVER'S LICENSE.   UPON INVESTIGATION, THE OPERATOR WAS UNABLE TO AVOID STRIKING DEBRIS IN THE ROAD AS HE WAS TRAVELING FROM THE WEST TO THE NORTH IN THE ZOO INTERCHANGE.   NOTHING FURTHER TO REPORT AT THIS TIME.   DEP. A. CALLOWAY #138~~X
",0.989042138,"['the zoo', 'zoo interchange']","['zoo', 'zoo', 'zoo']",190402056,4/9/2019,1250,16,,RAMP IH 41 TO IH 94,41,USH 41,U CITY,43.0281284,-88.03596782
"~WHILE ON PATROL IN A MARKED VEHICLE 150-495 I WAS DISPATCHED FROM THE WEST TO THE NORTH THROUGH THE ZOO INTERCHANGE FOR A VEHICLE ON FIRE.   UNIT 1 WAS IDENTIFIED WITH A VALID WI DRIVER'S LICENSE AND ADDRESS WAS VERIFIED. UNIT 1 STATED THAT HE HAD JUST LEFT THE DEALERSHIP FOR VEHICLE MAINTENANCE.  HE DID NOT KNOW IF THAT INCLUDED ANY TIRE ARE BRAKE INSPECTION.  AS HE ENTERED THE WEST TO THE NORTH RAMP THROUGH THE ZOO HE FELT THE BACK END OF HIS VEHICLE BEGIN TO SHAKE, SAW SMOKE COMING  FROM THE REAR WHEELS, PULLED OVER AND ALL HE SAW WERE FLAMES.   UPON INVESTIGATION UNIT 1 WAS ENTERING THE WEST TO THE NORTH RAMP THROUGH THE ZOO INTERCHANGE WHEN HIS BACK PASSENGER TIRE CAUGHT ON FIRE.~~
",0.989042138,"['the zoo', 'zoo interchange']","['zoo', 'zoo', 'zoo']",190511181,5/29/2019,1223,12,,RAMP IH 41 TO IH 94,41,USH 41,U CITY,43.02817562,-88.03584808
"~""UNIT 1 WAS WESTBOUND ON I-94, TRAVELING IN LANE 2.   THE INTERSTATE WAS CLOSED AND BEING REROUTED OFF ONTO EXIT 98 BECAUSE OF ANOTHER CRASH.  A SECONDARY CRASH HAD OCCURRED IN THE BACKUP IN FRONT OF VEHICLE 1 (THOSE VEHICLES ARE MARKED AS """"N"""" FOR NON-CONTACT VEHICLES).  THE DRIVER OF VEHICLE 1 HIT THE BRAKES AND TURNED TO THE RIGHT SHOULDER TO AVOID THE CRASH AND OTHER STOPPED TRAFFIC.  VEHICLE 1 CAME TO A STOP ON THE RIGHT SHOULDER AGAINST THE GUARDRAIL.  THERE WERE SCRATCHES ON THE RIGHT SIDE OF THE TRUCK FROM THE GUARD RAIL.  THE STOPPED TRAFFIC THAT THE DRIVER OF VEHICLE 1 TRIED TO AVOID WASN'T DIAGRAMED BECAUSE IT HAD MOVED BEFORE I GOT TO THE CRASH SCENE.  TRAFFIC WAS TRYING TO GET INTO A SINGLE FILE LINE TO EXIT THE INTERSTATE.""~~
",0.988995312,"['closed and', 'was closed', 'the backup']","['rerouted', 'closed']",190210666,2/12/2019,9999,14,94,,121,,R IH,44.44713147,-91.08019549
"~WHILE STOPPED EB I43 AT 92ND ST I HAD 2 VEHICLES STOP AHEAD OF MY LOCATION CLAIMING EACH OTHER HAD STRUCK THEIR VEHICLES.  I OBSERVED ONE OF THE VEHICLES HAD DAMAGE ON ITS DRIVERS SIDE FROM THE FRONT FENDER TO THE REAR FENDER.  THE OTHER VEHICLE HAD DAMAGE ON THE PASSENGER SIDE FROM THE FRONT FENDER TO THE REAR.    OPERATOR OF UNIT 1 STATED HE WAS TRAVELING IN THE MIDDLE LANE AT 60MPH  WITH A SLOWER MOVING SEMI TRUCK IN FRONT OF HIM.  HE SIGNALED TO MOVE INTO THE LEFT LANE AND OUT OF NOWHERE THIS PICKUP TRUCK CAME UP AND SIDE SWIPED HIM.    OPERATOR OF UNIT 2 STATED HE WAS IN THE LEFT LANE AND THE CAR IN THE MIDDLE LANE MOVED INTO HIS LANE AND HIT HIM IN THE BACK.    UPON INVESTIGATION UNIT 1 AND UNIT 2 WERE TRAVELING THE W-E RAMP IN THE HALE X.  UNIT 1 WAS BEHIND A SLOWER MOVING SEMI TRUCK.  UNIT 2 WAS BEHIND UNIT 1.  AT THE END OF THE RAMP TRAFFIC WAS FORCED TO MOVE OVER FROM LANE 4 OVER TO LANE 2 FOR CONSTRUCTION AHEAD.  UNIT 2 QUICKLY MOVED ALL THE WAY OVER TO LANE 1 AND ESTABLISHED IN LANE 1.  UNIT 2 ALSO CHOSE TO MOVE INTO LANE 1, SIGNALED BUT DID NOT SEE UNIT 2 ALREADY IN LANE 1.  UNIT 1 MOVED FROM LANE 2 INTO LANE 1 STRIKING UNIT 1 IN THE PASSENGER SIDE.~~X SQ 57
",0.9889912,"['for construction', 'construction ahead', 'at 92nd', 'the hale']",['construction'],190708087,7/26/2019,426,4,43,,41,IH 43,U IH,42.96178279,-88.03469225
"~SQUAD DISPATCHED TO A TWO-CAR PROPERTY DAMAGE ONLY CRASH. BOTH UNITS WERE OFF THE FREEWAY AT 84TH STREET AND ADLER STREET.  OPERATOR OF UNIT #1 STATED THAT HE WAS TRAVELING SOUTHBOUND ON I-41 IN THE FAR RIGHT LANE TO GO WESTBOUND. HE STATED THE CAR IN FRONT OF HIM WAS TRAVELING IN THE MIDDLE LANE AND STARTED TO SLIDE SIDEWAYS INTO HIS LANE. HE STATED THAT HE TRIED TO MOVE OUT OF THE WAY BUT COULD NOT IN TIME AND SWIPED THE SIDE OF THE CAR.   OPERATOR OF UNIT #2 STATED SHE WAS TRAVELING SOUTHBOUND I-41 IN THE MIDDLE LANE. SHE STATED THAT THE CAR IN FRONT OF HER STOPPED AND AS SHE WAS STOPPING, HER TAIL END FLEW OUT AND HER CAR STARTED TO SPIN. SHE STATED THAT THE CAR IN THE RIGHT LANE COULD NOT STOP IN TIME AND SLID INTO HER.   UPON INVESTIGATION: UNIT 1 WAS TRAVELING FROM THE NORTH TO THE WEST IN THE ZOO INTERCHANGE IN LANE 3 TO GO WESTBOUND ON I-94. UNIT 2 WAS TRAVELING FROM THE NORTH TO THE EAST IN THE ZOO INTERCHANGE IN LANE 2 TO GO EASTBOUND ON I-94. UNIT 2 WAS SLOWING FOR TRAFFIC IN FRONT OF HER, LOST CONTROL OF HER VEHICLE, AND SLID INTO LANE 3.AS UNIT 1 STARTED TO SLOW FOR UNIT 2, HIS VEHICLE BEGAN TO SPIN CAUSING HIM TO HIT UNIT 2.~~
",0.988950682,"['the zoo', 'zoo interchange', 'at 84th', '84th street']","['zoo', 'zoo']",190206754,2/12/2019,943,9,,RAMP IH 41 TO IH 94,41,USH 41,U CITY,43.0325158,-88.03364783
"~""ON 07/29/2019 I OFFICER SMITS # 95 WAS WORKING FOR THE MT. PLEASANT POLICE DEPARTMENT IN FULL UNIFORM IN MARKED SQUAD 131 WHEN I WAS DISPATCHED TO A HIT AND RUN THAT OCCURRED EASTBOUND ON STH20. I WAS ADVISED THE COMPLAINANT WAS WAITING IN THE GREEK ORTHODOX CHURCH PARKING LOT ON STH31. I ARRIVED AND HE WAS IDENTIFIED BY VALID WISCONSIN DRIVERS LICENSE.UNIT 2 ADVISED HE WAS TRAVELING EASTBOUND ON STH20 IN THE MIDDLE LANE AND HAD UNIT 1 BEHIND HIM """"RIDING HIS BUMPER."""" UNIT 1 SAID HE CHANGED LANES TO THE RIGHT LANE TO GET AWAY FROM UNIT 1. UNIT 2 SAID HE OBSERVED THAT THE RIGHT LANE WAS BLOCKED OFF WHEN HE CHANGED LANES AND CAME TO A STOP AT THE AREA WHERE IT WAS BLOCKED AND WAS ATTEMPTING TO GET BACK IN THE MIDDLE LANE. UNIT 2 SAID AS HE WAS WAITING TO MERGE FROM THE BLOCKED LANE, HIS RIGHT MIRROR WAS THEN STRUCK BY UNIT 1 AS UNIT 1 PASSED HIM AND DIDN'T STOP. UNIT 2 SAID HE THEN PULLED OUT AND STOPPED UNIT 1 ON STH 31 TO TRY TO GET HIM TO MEET IN THE PARKING LOT BUT SAID THAT UNIT 1 DROVE OFF. I MET WITH UNIT 1 AT """"ESTES"""" AND WAS IDENTIFIED BY VALID WISCONSIN DRIVERS LICENSE AND SAID HE WAS TRAVELING EASTBOUND ON STH20 AND SAW UNIT 2 IN FRONT OF HIM, THEN CHANGE LANES, THEN STOP DUE TO THE CLOSURE AND WAS TRYING TO GET BACK IN THE MIDDLE LANE BUT PASSED HIM. UNIT 1 SAID HE DIDN'T FEEL ANYTHING AS HE PASSED. UNIT 1 ADVISED HE DIDN'T WANT TO MANEUVER HIS RIG INTO THE PARKING LOT AND WASN'T ABLE TO SINCE THE ROAD DIDN'T PERMIT THAT WEIGHT LOAD. UNIT 1 TOLD UNIT 2 TO MEET HIM AT ESTES TRUCK (3131 PACKARD) WHERE HE WORKS BUT SAID UNIT 2 DECLINED TO DO THAT. UNIT 1 SAID HE HAD MAINTAINED HIS LANE DUE TO TRAFFIC AND UNIT 2 MUST HAVE BEEN PULLED OUT TOO FAR WAITING TO GET BACK IN TRAFFIC. UNIT 1 STRUCK UNIT 2. MPS#95""~~
",0.988911391,"['closure and', 'the closure', 'blocked off', 'lane was', 'on sth31']",['closure'],190709720,7/29/2019,1611,16,20,,,SUNNYSLOPE DR,U STH,42.71915856,-87.86079765
"~ON 8/4/19 AT APPROX 2:50PM I, OFC CLARK RESPONDED TO FORTH AVE AND SECOND ST FOR  A ONE VEHICLE ACCIDENT. UNIT 1 SAID THEY WERE N/B ON SECOND AND STOPPED AT THE STOP SIGN AT THE INTERSECTION OF FORTH AVE. UNIT 1 WAS INTENDING TO GO STRAIGHT BUT REALIZED THE ROAD WAS CLOSED AHEAD WHILE IN THE INTERSECTION AFTER APPARENTLY NOT SEEING NUMEROUS ROAD CLOSED SIGNS BEFORE AND AFTER THE INTERSECTION. UNIT 1 ABRUPTLY TURNED LEFT INSTEAD AND COLLIDED WITH A NO PARKING SIGN AFTER DRIVING ONTO THE CURB OF THE SIDEWALK.~~
",0.988860846,"['closed signs', 'road closed', 'closed ahead', 'was closed']","['closed', 'closed']",190800250,8/3/2019,1440,14,,FOURTH AVE,,SECOND ST,U CITY,44.52881857,-89.58596255
"~UNITS 1, 2, AND 3 WERE ALL NORTH ON TAYLOR DR.  THE LEFT NORTHBOUND LANE WAS CLOSED WITH CONES, AND TRAFFIC SIGNS HAD DIRECTED TRAFFIC TO THE RIGHT LANE.  UNIT 2 AND 3 WERE IN RIGHT LANE, AND UNIT 1 WAS IN LEFT, AND HAD TO MERGE TO RIGHT LANE DUE TO TRAFFIC SLOW DOWN AND OTHER VEHICLES.  UNIT 1 MERGED RIGHT, WAS TOO CLOSE TO UNIT 2, AND STRUCK UNIT 2.  UNIT 2 WAS PUSHED INTO UNIT 3.  VERY MINOR DAMAGE TO UNITS 2 AND 3, AND UNIT 1 CITED FOR AUTO FOLLOWING TO CLOSE.~~SQUAD #11 WI DL
",0.988730469,"['closed with', 'was closed', 'cones and', 'with cones', 'lane was', 'traffic slow']","['cones', 'closed']",191001784,10/8/2019,754,7,TA,,,UNION AVE,U CITY,43.72877727,-87.75360525
"~""THE OPERATOR OF UNIT 1 STATED """"I WAS IN THE CENTER LANE AFTER THE CONSTRUCTION WHEN THE CAR IN FRONT OF ME TRIED TO CUT OVER FROM THE RIGHT AND I HIT THE BACK OF THE CAR.""""  THE OPERATOR OF UNIT 2 STATED """"I WAS DRIVING IN THE CENTER LANE AND I NEVER MADE ANY LANE CHANGES WHEN THE SEMI BEHIND CAME INTO MY LANE AND HIT THE BACK OF MY CAR.""""  UPON FURTHER INVESTIGATION, AND NO VIDEO FOOTAGE THE CONFLICTING STATEMENTS MAKE IT UNCLEAR WHO WAS AT FAULT, HOWEVER, THE OPERATOR OF UNIT 1 STRUCK THE REAR OF UNIT 2 AND WERE TRAVELING SOUTHBOUND I-41 AT 84TH ST IN LANE 2.""~~
",0.988542846,"['the construction', 'construction when', 'at 84th']",['construction'],190206753,2/11/2019,1230,12,41,IH 43,,S 84TH ST,U CITY,42.96197263,-88.01789589
"~DRIVER WAS SOUTH BOUND IN THE MIDDLE LANE WHEN HE LOST CONTROL SPINNING COUNTERCLOCKWISE UP ONTO THE MEDIAN CEMENT JERSEY BARRIER COMING TO REST FACING NORTH BOUND ON THE SOUTH BOUND MEDIAN SHOULDER PARTIALLY IN THE MEDIAN CROSS OVER~~
",0.988348129,"['cement jersey', 'jersey barrier', 'median cement']",['jersey'],190610803,6/28/2019,625,6,39,,,RIVER RD,U IH,43.2088113,-89.35817172
"~I WAS DISPATCHED TO A TWO UNIT PROPERTY DAMAGE CRASH THAT OCCURRED ON S/B I894 NEAR THE ZOO INTERCHANGE. THE CALLER (AND OPERATOR OF UNIT 2) WAS AN UBER DRIVER AND HAD TAKEN HIS PASSENGERS ACROSS THE COUNTY TO A HOTEL NEAR GENERAL MITCHELL INTERNATIONAL AIRPORT. NO INJURIES WERE REPORTED. EACH VEHICLE WAS REMOVED BY ITS RESPECTIVE OPERATOR.  I SPOKE WITH THE OPERATOR OF UNIT 1. HE STATED I WAS IN LANE 1. THE GUY IN FRONT OF US SLAMMED ON THE BRAKES. I SWERVED AND TRIED TO AVOID HITTING HIM (THE CAR IN FRONT OF HIM).  I SPOKE WITH THE OPERATOR OF UNIT 2 WHO STATED WE HAD JUST PASSED 94 WESTBOUND TO 894 SOUTH (THROUGH THE ZOO INTERCHANGE). THE OTHER CAR WAS NEXT TO US. ANOTHER CAR STOPPED IN FRONT OF HIM (UNIT 1). THE OTHER CAR (UNIT 1) SWERVED INTO OUR LANE (TO AVOID STRIKING THE VEHICLE IN FRONT OF HIM) AND SIDE-SWIPED US.  UPON FURTHER INVESTIGATION IT WAS DETERMINED THAT UNIT 1 AND UNIT 2 WERE TRAVELING SOUTHBOUND ON I894. UNIT 1 WAS TRAVELING ALONGSIDE UNIT 2. THE VEHICLE (TRAVELING DIRECTLY IN FRONT OF UNIT 1) ABRUPTLY STOPPED. TO AVOID HITTING THE BACK OF THAT VEHICLE UNIT 1 DEVIATED FROM ITS LANE OF TRAVEL AND SIDE SWIPED THE SIDE OF UNIT 2 CAUSING MINOR/FUNCTIONAL DAMAGE TO BOTH UNITS.~~X ,  54
",0.988285781,"['the zoo', 'zoo interchange', 'i894 near']","['zoo', 'zoo']",190711923,7/11/2019,1805,18,894,,94,,U IH,43.02623133,-88.03858363
"~WHILE PATROLLING E/B ON I94 AT US HWY 41, I OBSERVED THE ABOVE TWO LISTED VEHICLE PARKED IN THE LEFT DISTRESS LANE. UNIT 1 HAD SUBSTANTIAL DAMAGE TO THE PASSENGER FRONT SIDE AND UNIT 2 SUSTAINED SUBSTANTIAL FRONT END IMPACT DAMAGE. NO REPORTED INJURIES. WEATHER WINTER STORM WARNING, HIGHWAYS COVERED WITH SNOW AT TIME OF CRASH.   UNIT 1 OPERATOR STATED WHILE TRAVELING E/B ON I94 THE LEFT LANE THRU THE ZOO INTERCHANGE, HER VEHICLE REAR END BEGAN TO FISHTAIL CAUSING HER VEHICLE TO SPIN OUT INTO THE RIGHT LANE. SHE ATTEMPTED TO CORRECT HER TRAVEL DIRECTION AND LOST CONTROL RETURNING TO THE LEFT LANE WHERE SHE COLLIDED WITH UNIT 2. UNIT 1 OPERATOR ADMITTED VEHICLE NOT INSURED AND DL SUSPENDED CONFIRMED WITH A DOT INQUIRY.  UNIT 2 OPERATOR WAS FOLLOWING UNIT 1 E/B IN THE LEFT LANE WHEN HE OBSERVED UNIT 1 DRIVER LOSE CONTROL OF HER VEHICLE AHEAD AND SPIN OUT INTO THE RIGHT LANE. AS UNIT 2 OPERATOR TRAVELED AROUND UNIT 1 TO AVOID IMPACT, UNIT 1 SPUN BACK INTO THE LEFT LANE COLLIDING WITH UNIT 2.   NO WITNESSES  UPON INVESTIGATION, UNIT 2 WAS FOLLOWING UNIT 1 E/B ON I94 IN LANE 1 THRU THE ZOO INTERCHANGE. UNIT 1 REAR END BEGAN TO FISHTAIL DUE TO TRAVELING TOO FAST FOR THE ROAD CONDITIONS INCLUDING SNOW COVERED HIGHWAYS. EXCESSIVE SPEED CAUSED VEHICLE TIRES TO LOSE TRACTION WITH ROADWAY CAUSING VEHICLE TO COMPLETELY SPIN OUT INTO LANE 2. AS UNIT 2 CONTINUED E/B IN LANE 1, UNIT 1 RETURNED BACK TO LANE 1 COLLIDING WITH UNIT 2.  I OBSERVED UNIT 1 TIRES WERE BALD CONTRIBUTING TO CAUSE OF CRASH. DAMAGE CONSISTENT WITH STATEMENTS.  DEP. SHAWN BACICH #935  NO INJURIES NO FIRE RESPONSE NO GOV PROPERTY STRUCK BOTH VEHICLE TOWED (3) CITATIONS ISSUED TO UNIT 1 OPERATOR~~
",0.987965773,"['the zoo', 'zoo interchange', '41 i']","['zoo', 'zoo']",190105002,1/18/2019,2340,23,94,,41,USH 41,U IH,43.02714189,-88.03275894
"~UNIT 1 WAS LEGALLY PARKED AND UNOCCUPIED IN THE 4600 BLOCK OF S. 23 ST. WHEN IT WAS SIDE-SWIPED BY UNIT 1 WHICH WAS SOUTHBOUND ON S. 23 ST.  UNIT 1 THEN FLED FROM THE SCENE WITHOUT STOPPING. THE WITNESSES (CONSTRUCTION WORKERS) WERE STANDING NEAR THE REAR OF THE TRUCK THAT WAS STOPPED, UNLOADING EQUIPMENT.~~
",0.987914272,"['construction workers', 'workers were']","['construction', 'workers']",190800875,8/2/2019,1355,14,,S 23RD ST,,W LAYTON AVE,U CITY,42.95984027,-87.94378222
